Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
010085,Decatur Morgan Hospital-Decatur Campus,1201 7th Street Se,Decatur,35601,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1792,64127150,24135568,20203713,2391,13122,13395,75.688058036,208,538,644,402,1001,791,1595,156,,26,,,415,1377,0.0172991071,0.1283482143,0.2410714286,0.2566964286,0.3588169643,0.0502232143,0.4001116071,0.3537946429,0.0139508929,0.0133928571,0.0418526786,0.09765625,0.36328125,0.2321428571,0.4079241071,0.3922991071,0.46484375,0.3962053571,0.75,0.75,0.4296875,0.1584821429,0.0379464286,0.5909598214,0.1936383929,1.8254258549
010086,Northwest Medical Center,1530 U S Highway 43,Winfield,35594,AL,01,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",286,12728867,3354269,2735199,361,1543,1602,74.143356643,52,87,94,53,159,127,271,15,,,,,119,167,0.0104895105,0.1468531469,0.2622377622,0.2377622378,0.4440559441,0.1118881119,0.4895104895,0.4195804196,0.006993007,0.006993007,0.0699300699,0.0734265734,0.3706293706,0.1293706294,0.4195804196,0.4685314685,0.527972028,0.4195804196,0.75,0.75,0.4020979021,0.1783216783,0.0174825175,0.5384615385,0.1503496503,1.9733212513
010087,Usa Health University Hospital,2451 Fillingim Street,Mobile,36617,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1366,88612413,49081515,34387921,1777,13561,14826,70.007320644,312,507,374,173,668,698,944,377,,12,,19,380,986,0.013909224,0.1669106881,0.2789165447,0.1844802343,0.3147877013,0.0431918009,0.3513909224,0.3243045388,0.019033675,0.0234260615,0.0636896047,0.102489019,0.3089311859,0.2020497804,0.3894582723,0.2679355783,0.4363103953,0.3426061493,0.6983894583,0.75,0.4106881406,0.1083455344,0.0439238653,0.505124451,0.3265007321,2.0780049186
010089,Walker Baptist Medical Center,3400 Highway 78 East,Jasper,35502,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",818,99963880,14201712,11597452,1084,4749,4955,75.039119804,117,242,269,190,473,345,781,29,,,,,203,615,0.0171149144,0.1381418093,0.2579462103,0.2860635697,0.4180929095,0.0672371638,0.4315403423,0.391198044,0.0195599022,0.0171149144,0.0672371638,0.108801956,0.3740831296,0.1601466993,0.4804400978,0.4755501222,0.4535452323,0.4853300733,0.75,0.75,0.4853300733,0.2212713936,0.0452322738,0.641809291,0.1650366748,1.7677882929
010090,Providence Hospital,6801 Airport Boulevard,Mobile,36608,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1955,112722430,33987047,29318113,2526,13693,14037,74.326342711,278,663,649,365,1016,939,1632,260,19,13,,,322,1633,0.010741688,0.1309462916,0.2148337596,0.1872122762,0.3416879795,0.0404092072,0.3309462916,0.2992327366,0.0122762148,0.0219948849,0.042455243,0.1186700767,0.3923273657,0.1948849105,0.420971867,0.3222506394,0.4864450128,0.4583120205,0.75,0.75,0.5969309463,0.1345268542,0.0301790281,0.5278772379,0.1693094629,1.7882886894
010091,Grove Hill Memorial Hospital,295 Jackson Hwy S,Grove Hill,36451,AL,01,10.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",48,560264,410394,324000,50,199,203,76.1875,,,15,16,30,18,32,16,,,,,19,29,0,0.0625,0.1041666667,0.2916666667,0.3333333333,0.0416666667,0.3541666667,0.3333333333,0.0208333333,0.0208333333,0.0625,0.125,0.2916666667,0.2083333333,0.4583333333,0.3958333333,0.4375,0.4791666667,0.625,0.75,0.4375,0.0833333333,0.0416666667,0.5208333333,0.0833333333,1.7401930427
010092,Dch Regional Medical Center,809 University Boulevard East,Tuscaloosa,35401,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3133,197942562,60141998,49516981,4520,26546,27423,72.775295244,625,981,944,583,1693,1440,2212,875,,,,27,976,2157,0.0159591446,0.1152250239,0.230130865,0.2460900096,0.3807851899,0.0807532716,0.3970635174,0.3619533993,0.0124481328,0.0229811682,0.061921481,0.1254388765,0.3587615704,0.1953399298,0.4210022343,0.3536546441,0.4873922758,0.3996169805,0.75,0.75,0.4133418449,0.1107564635,0.0296840089,0.5719757421,0.19757421,2.106717506
010095,Hale County Hospital,508 Green Street,Greensboro,36744,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",89,854365,842083,708727,105,348,352,73.516853933,19,26,28,16,63,26,40,48,,,,,48,41,0.0449438202,0.0786516854,0.2247191011,0.2359550562,0.4269662921,0.0786516854,0.3483146067,0.3033707865,0,0,0.0561797753,0.1235955056,0.2134831461,0.0674157303,0.404494382,0.3595505618,0.5056179775,0.4606741573,0.75,0.75,0.3483146067,0.0898876404,0,0.5168539326,0.1011235955,1.6323987099
010097,Elmore Community Hospital,500 Hospital Drive,Wetumpka,36092,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",135,1264849,1366039,1144449,156,540,548,75.081481481,26,34,43,32,60,75,113,20,,,,,24,111,0.0148148148,0.2666666667,0.2962962963,0.1555555556,0.3407407407,0.1111111111,0.3407407407,0.3111111111,0.0222222222,0.037037037,0.0740740741,0.0666666667,0.2888888889,0.1851851852,0.3333333333,0.4148148148,0.4592592593,0.3259259259,0.7481481481,0.75,0.4296296296,0.1111111111,0.0074074074,0.6296296296,0.1555555556,1.4255641975
010099,D W Mcmillan Memorial Hospital,1301 Belleville Avenue,Brewton,36426,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",243,5495800,2557557,2026444,288,1077,1120,75.95473251,30,67,84,62,137,106,192,49,,,,,78,165,0.0082304527,0.0823045267,0.1316872428,0.2798353909,0.29218107,0.049382716,0.2880658436,0.2427983539,0.024691358,0.0082304527,0.0288065844,0.0740740741,0.3621399177,0.1769547325,0.4609053498,0.2551440329,0.4279835391,0.3456790123,0.7201646091,0.75,0.3703703704,0.1481481481,0.0452674897,0.5925925926,0.1810699588,1.5396573409
010100,Thomas Hospital,750 Morphy Avenue,Fairhope,36532,AL,01,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",2069,94491513,34875504,28744865,2788,13358,13842,76.779603673,164,638,789,478,1127,942,1917,91,,22,,30,206,1863,0.0140164331,0.1000483325,0.1638472692,0.2078298695,0.3557274045,0.0323827936,0.3504108265,0.328661189,0.0111164814,0.0183663606,0.0309328178,0.113098115,0.377477042,0.2145964234,0.4079265346,0.273078782,0.3663605607,0.3682938618,0.75,0.75,0.566940551,0.1778637023,0.0357660706,0.6007733204,0.1643305945,1.6486761049
010101,Citizens Baptist Medical Center,604 Stone Avenue,Talladega,35161,AL,01,99,Unknown,276,21237866,3956178,3260031,334,1228,1294,73.231884058,57,71,91,57,141,135,194,80,,,,,101,175,0.0072463768,0.1231884058,0.2137681159,0.2753623188,0.3695652174,0.0362318841,0.3913043478,0.347826087,0.0072463768,0.0253623188,0.0543478261,0.0833333333,0.3550724638,0.1195652174,0.4456521739,0.3768115942,0.4311594203,0.4202898551,0.75,0.75,0.4456521739,0.1195652174,0.0217391304,0.5326086957,0.2391304348,2.2396231307
010102,J Paul Jones Hospital,317 Mcwilliams Avenue,Camden,36726,AL,01,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",17,114500,181336,150350,20,75,75,80.529411765,,,,,,,,,,,,,,,0,0,0.1176470588,0.2941176471,0.0588235294,0,0.2352941176,0.2352941176,0.0588235294,0,0,0.1764705882,0.3529411765,0.1764705882,0.4117647059,0.6470588235,0.4705882353,0.5294117647,0.75,0.75,0.5294117647,0.0588235294,0.0588235294,0.4117647059,0.2352941176,1.9451490196
010103,Princeton Baptist Medical Center,701 Princeton Avenue Southwest,Birmingham,35211,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1453,253019185,34885214,25693804,1909,9819,10379,73.481073641,229,533,460,231,736,717,908,529,,,,,359,1094,0.0185822436,0.167928424,0.2443220922,0.235375086,0.3819683414,0.0626290434,0.4074328975,0.3682037164,0.0240880936,0.0220233999,0.0605643496,0.1245698555,0.3434273916,0.2002752925,0.5134205093,0.3489332416,0.4659325533,0.4700619408,0.75,0.75,0.5437026841,0.1266345492,0.0295939436,0.6125258087,0.2154163799,2.1088014514
010104,Grandview Medical Center,3690 Grandview Parkway,Birmingham,35243,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4113,905783759,77121892,58578138,5307,25359,27600,74.230245563,550,1440,1317,806,2225,1888,3568,442,13,18,,,543,3570,0.0209093119,0.1269146608,0.1694626793,0.2193046438,0.4322878677,0.0753707756,0.4106491612,0.362752249,0.0342815463,0.0226112327,0.0549477267,0.1453926574,0.3936299538,0.1947483589,0.398735716,0.2912715779,0.4240213956,0.3907123754,0.75,0.75,0.4653537564,0.1541453927,0.0345246779,0.6126914661,0.2290299052,1.8116732665
010108,Prattville Baptist Hospital,124 S Memorial Dr,Prattville,36067,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",607,25277263,7762181,5959640,830,3932,4235,75.133443163,90,174,191,152,352,255,517,72,,,,,106,501,0.0131795717,0.1136738056,0.215815486,0.2586490939,0.4168039539,0.0642504119,0.3772652389,0.3393739703,0.0148270181,0.039538715,0.0708401977,0.097199341,0.3855024712,0.1845140033,0.4909390445,0.3970345964,0.4827018122,0.4332784185,0.75,0.75,0.5172981878,0.1828665568,0.0263591433,0.5403624382,0.2306425041,1.9600324401
010110,Bullock County Hospital,102 West Conecuh Avenue,Union Springs,36089,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010112,Whitfield Regional Hospital,105 Highway 80 East,Demopolis,36732,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",274,7271247,4428427,3927550,334,2127,2137,73.138686131,57,74,89,54,151,123,135,136,,,,,121,153,0.0109489051,0.1350364964,0.197080292,0.2810218978,0.3540145985,0.0474452555,0.3795620438,0.302919708,0.0255474453,0.0218978102,0.0839416058,0.1131386861,0.3138686131,0.1897810219,0.4051094891,0.3540145985,0.5328467153,0.4525547445,0.75,0.75,0.4635036496,0.0839416058,0.0255474453,0.4854014599,0.1642335766,2.1991690998
010113,Mobile Infirmary Medical Center,5 Mobile Infirmary Circle,Mobile,36607,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3245,164060610,59835035,48569883,4451,28757,30842,73.504160247,498,1103,1055,589,1748,1497,2391,759,14,32,,,732,2513,0.018798151,0.1223420647,0.1981510015,0.2647149461,0.3325115562,0.0530046225,0.3617873652,0.3161787365,0.0197226502,0.0191063174,0.0989214176,0.1198767334,0.3466872111,0.2040061633,0.4816640986,0.3143297381,0.461633282,0.4144838213,0.75,0.75,0.5294298921,0.1473035439,0.0363636364,0.5334360555,0.1972265023,2.0381782627
010114,"Medical West, An Affiliate Of Uab Health System",995 9th Avenue Southwest,Bessemer,35021,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",868,42158586,13269898,10290986,1096,6436,6984,72.686635945,152,325,250,141,463,405,621,232,,,,,208,660,0.0207373272,0.1566820276,0.2453917051,0.2511520737,0.3997695853,0.0794930876,0.4550691244,0.3882488479,0.0207373272,0.0241935484,0.0564516129,0.1209677419,0.2949308756,0.202764977,0.4608294931,0.3974654378,0.4769585253,0.3398617512,0.75,0.75,0.3801843318,0.1382488479,0.0506912442,0.5368663594,0.1589861751,1.9855640952
010118,Vaughan Regional Medical Center Parkway Campus,1015 Medical Center Parkway,Selma,36701,AL,01,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",493,47813257,6986299,5758249,690,2614,2678,72.618661258,120,126,140,107,268,225,177,311,,,,,298,195,0.0101419878,0.1318458418,0.1703853955,0.30831643,0.3468559838,0.0669371197,0.3123732252,0.2657200811,0.0283975659,0.0162271805,0.1257606491,0.1338742394,0.2292089249,0.1460446247,0.5273833671,0.3752535497,0.5314401623,0.4685598377,0.75,0.75,0.5253549696,0.0851926978,0.0344827586,0.5030425963,0.200811359,2.2718206946
010120,Monroe County Hospital,2016 South Alabama Avenue,Monroeville,36460,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",191,3636215,2090700,1794146,231,928,940,77.12565445,18,46,71,56,101,90,143,45,,,,,58,133,0.0052356021,0.0994764398,0.1727748691,0.3560209424,0.2513089005,0.0366492147,0.277486911,0.2356020942,0.0314136126,0.0052356021,0.0680628272,0.0942408377,0.3036649215,0.1884816754,0.3560209424,0.3246073298,0.4921465969,0.4712041885,0.6753926702,0.75,0.4345549738,0.1047120419,0.0418848168,0.5497382199,0.2408376963,1.4712801571
010125,Lakeland Community Hospital,42024 Highway 195 E,Haleyville,35565,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",256,9540092,2900239,2470615,333,1641,1648,77.5703125,20,75,101,60,153,103,254,,,,,,110,146,0.015625,0.23828125,0.265625,0.37890625,0.55859375,0.07421875,0.53515625,0.4453125,0,0.02734375,0.09375,0.05859375,0.3125,0.1328125,0.2421875,0.640625,0.40625,0.5234375,0.75,0.75,0.4453125,0.12890625,0.04296875,0.734375,0.1796875,1.5456210503
010126,Troy Regional Medical Center,1330 Highway 231 South,Troy,36081,AL,01,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",162,3603611,1823197,1554980,188,681,696,75.12345679,27,40,54,41,94,68,125,35,,,,,66,96,0.0185185185,0.1481481481,0.2345679012,0.3641975309,0.4135802469,0.1604938272,0.475308642,0.3271604938,0.024691358,0.0308641975,0.1728395062,0.0617283951,0.3148148148,0.1234567901,0.4320987654,0.3580246914,0.462962963,0.3271604938,0.6604938272,0.75,0.3888888889,0.1481481481,0.049382716,0.450617284,0.1481481481,1.7106285409
010128,Jackson Medical Center,220 Hospital Drive,Jackson,36545,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",118,1222193,961400,767375,146,486,499,72.093220339,25,40,33,20,63,55,90,23,,,,,30,88,0,0.1525423729,0.1271186441,0.1610169492,0.2288135593,0.0508474576,0.2457627119,0.186440678,0.0169491525,0,0.0423728814,0.1525423729,0.2542372881,0.1186440678,0.3389830508,0.3389830508,0.4576271186,0.4152542373,0.6101694915,0.75,0.4406779661,0.1101694915,0.0508474576,0.4661016949,0.1440677966,1.7052777224
010129,North Baldwin Infirmary,1815 Hand Avenue,Bay Minette,36507,AL,01,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",279,6536901,4003785,3252898,357,1236,1328,75.437275986,42,79,95,63,136,143,230,35,,,,,63,216,0.0215053763,0.1146953405,0.1863799283,0.3870967742,0.3978494624,0.0501792115,0.3727598566,0.3261648746,0.0107526882,0.017921147,0.0609318996,0.0896057348,0.394265233,0.1720430108,0.4874551971,0.311827957,0.4838709677,0.4193548387,0.75,0.75,0.5304659498,0.1612903226,0.0501792115,0.5663082437,0.164874552,1.9128118837
010130,St Vincent's St Clair,7063 Veterans Parkway,Pell City,35125,AL,01,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",406,14661548,4734170,3872673,522,2524,2589,77.209359606,42,106,141,117,232,174,377,21,,,,,78,328,0.0073891626,0.1798029557,0.2315270936,0.3325123153,0.3743842365,0.1206896552,0.4532019704,0.4014778325,0.0221674877,0.0221674877,0.0640394089,0.1379310345,0.4408866995,0.1330049261,0.4433497537,0.460591133,0.460591133,0.4458128079,0.75,0.75,0.5073891626,0.118226601,0.0517241379,0.5418719212,0.2118226601,2.0928840805
010131,Crestwood Medical Center,One Hospital Dr Se,Huntsville,35801,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2027,404293463,29509897,24199996,2484,11444,11954,76.069067588,191,685,656,495,1115,912,1744,217,17,12,,,211,1816,0.0143068574,0.0897878638,0.1840157869,0.1830291071,0.3413912185,0.044400592,0.3576714356,0.3038973853,0.0148001973,0.0143068574,0.0212136162,0.149975333,0.3798717316,0.1933892452,0.4173655649,0.250123335,0.410952146,0.3379378392,0.75,0.75,0.4242723236,0.1628021707,0.0305870745,0.6418352245,0.1948692649,1.5734696449
010138,Hill Hospital Of Sumter County,751 Derby Drive,York,36925,AL,01,6,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",24,337747,191481,143415,31,223,225,63.958333333,13,,,,,,,21,,,,,,,0,0.625,0.5,0.1666666667,0.7083333333,0.4583333333,0.6666666667,0.625,0.0416666667,0.2083333333,0.375,0.125,0.2083333333,0.1666666667,0.3333333333,0.5833333333,0.375,0.25,0.7083333333,0.75,0.25,0,0.0416666667,0.5833333333,0.1666666667,1.8338055556
010139,Brookwood Baptist Medical Center,2010 Brookwood Medical Center Drive,Birmingham,35209,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1276,291678677,23088594,19433817,1559,8319,8798,74.931818182,161,424,425,266,731,545,1031,218,,,,17,182,1094,0.0141065831,0.1269592476,0.1786833856,0.2311912226,0.4020376176,0.0517241379,0.3832288401,0.3487460815,0.025862069,0.0180250784,0.0556426332,0.1308777429,0.3910658307,0.2210031348,0.4326018809,0.3064263323,0.4145768025,0.3894984326,0.75,0.75,0.4976489028,0.1598746082,0.0376175549,0.5932601881,0.2648902821,1.9112511339
010144,Springhill Memorial Hospital,3719 Dauphin Street,Mobile,36608,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1383,89163515,27249022,24001386,1774,10382,10772,74.780911063,171,488,468,256,752,631,1065,268,,19,,18,240,1143,0.007230658,0.1171366594,0.1959508315,0.1807664497,0.2870571222,0.0318148952,0.320318149,0.2899493854,0.0506146059,0.0122921186,0.0383224873,0.1200289226,0.4548083876,0.1807664497,0.4229934924,0.3326102675,0.4562545192,0.5177151121,0.75,0.75,0.6095444685,0.140274765,0.0347071584,0.4830079537,0.169197397,2.1362633187
010148,Evergreen Medical Center,101 Crestview Avenue,Evergreen,36401,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",261,4555712,2984249,2495572,398,1523,1548,73.172413793,50,84,79,48,141,120,170,89,,,,,106,155,0.0038314176,0.0881226054,0.183908046,0.2107279693,0.2950191571,0.0421455939,0.2605363985,0.214559387,0.0038314176,0.0076628352,0.0574712644,0.1072796935,0.2260536398,0.122605364,0.2796934866,0.5210727969,0.4712643678,0.5363984674,0.662835249,0.75,0.5172413793,0.0842911877,0.0191570881,0.6436781609,0.2030651341,1.4164473984
010149,Baptist Medical Center East,400 Taylor Road,Montgomery,36117,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1177,60833676,16906339,13067212,1480,7782,8332,74.027187766,174,379,361,263,691,486,774,359,14,,,20,213,964,0.0127442651,0.0951571793,0.1622769754,0.1945624469,0.3194562447,0.0416312659,0.2973661852,0.264231096,0.0110450297,0.0161427358,0.0382327952,0.1096006797,0.3169073917,0.2378929482,0.4570943076,0.3092608326,0.4596431606,0.4010195412,0.75,0.75,0.4485981308,0.1639762107,0.0305862362,0.5420560748,0.1911639762,2.0388075803
010150,Regional Medical Center Of Central Alabama,29 L V Stabler Drive,Greenville,36037,AL,01,8,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",171,10962287,1952951,1651705,201,971,993,73.877192982,27,58,50,36,89,82,120,47,,,,,63,108,0.0116959064,0.0877192982,0.2339181287,0.2923976608,0.3801169591,0.0409356725,0.3040935673,0.2865497076,0.0350877193,0.0233918129,0.0467836257,0.1111111111,0.3333333333,0.1403508772,0.4093567251,0.4152046784,0.514619883,0.4444444444,0.7368421053,0.75,0.4619883041,0.0994152047,0.0292397661,0.4912280702,0.1754385965,2.2854995565
010157,North Alabama Shoals Hospital,201 West Avalon Avenue,Muscle Shoals,35661,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",122,3440161,1258762,1066274,147,948,948,62.852459016,59,15,30,18,57,65,97,18,,,,,69,53,0.0737704918,0.3852459016,0.4590163934,0.2704918033,0.6721311475,0.3114754098,0.7213114754,0.606557377,0.0901639344,0.0983606557,0.2950819672,0.131147541,0.2786885246,0.106557377,0.3196721311,0.3524590164,0.3852459016,0.262295082,0.7049180328,0.75,0.393442623,0.0983606557,0.0245901639,0.6229508197,0.1557377049,1.7212575051
010158,Russellville Hospital,15155 Highway 43,Russellville,35653,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",254,14162377,3693050,3166999,352,1589,1615,73.192913386,54,78,81,41,161,93,239,,,,,,114,140,0.0275590551,0.2834645669,0.3385826772,0.2716535433,0.5511811024,0.0708661417,0.5157480315,0.4724409449,0.0354330709,0.0354330709,0.0393700787,0.1220472441,0.3385826772,0.157480315,0.3582677165,0.594488189,0.5078740157,0.4094488189,0.7480314961,0.75,0.3818897638,0.1220472441,0.0551181102,0.7480314961,0.1299212598,1.6546235151
010164,Coosa Valley Medical Center,315 W Hickory St,Sylacauga,35150,AL,01,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",376,16421154,5157261,4235819,480,2140,2215,75.401595745,62,90,116,108,229,147,316,54,,,,,110,266,0.0079787234,0.1090425532,0.204787234,0.2872340426,0.3696808511,0.045212766,0.3670212766,0.3058510638,0.0132978723,0.0319148936,0.0984042553,0.0744680851,0.3537234043,0.1994680851,0.4574468085,0.3829787234,0.3989361702,0.4122340426,0.6755319149,0.75,0.3829787234,0.1303191489,0.0505319149,0.4867021277,0.1728723404,1.6628123611
010168,Jack Hughston Memorial Hospital,4401 River Chase Drive,Phenix City,36867,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",521,28938780,10740481,8476336,581,1564,1643,72.97696737,58,242,174,47,294,227,446,65,,,,,47,474,0.0153550864,0.084452975,0.1765834933,0.0806142035,0.4165067179,0.0383877159,0.3742802303,0.349328215,0.0153550864,0.0211132438,0.009596929,0.1190019194,0.207293666,0.1362763916,0.2879078695,0.2188099808,0.3800383877,0.1938579655,0.75,0.75,0.3186180422,0.1554702495,0.0172744722,0.75,0.0806142035,1.1812690339
